reaction	enzyme	gene
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	basS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	basS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	basS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	barA
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	baeS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	atoS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	arcB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	phoR
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	pyrS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	zraS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	zraS
